id,Pastry,Z_Scratch,K_Scatch,Stains,Dirtiness,Bumps,Other_Faults
25775,0.0,0.0,0.93,0.0,0.0,0.0,0.04
25776,0.0,0.0,0.96,0.0,0.0,0.0,0.05
25777,0.15,0.28,0.0,0.0,0.04,0.24,0.33
25778,0.02,0.01,0.0,0.02,0.0,0.62,0.36
25779,0.0,0.0,0.97,0.0,0.0,0.0,0.01
25780,0.17,0.51,0.0,0.0,0.0,0.23,0.33
25781,0.3,0.0,0.0,0.0,0.02,0.53,0.23
25782,0.14,0.11,0.12,0.0,0.08,0.29,0.52
25783,0.0,0.0,0.92,0.0,0.0,0.0,0.09
25784,0.01,0.01,0.01,0.28,0.15,0.25,0.6
25785,0.13,0.01,0.0,0.0,0.0,0.18,0.72
25786,0.04,0.07,0.15,0.0,0.02,0.26,0.47
25787,0.05,0.03,0.0,0.58,0.05,0.03,0.33
25788,0.08,0.0,0.01,0.0,0.07,0.15,0.67
25789,0.0,0.21,0.09,0.0,0.0,0.06,0.41
25790,0.0,0.01,0.0,0.07,0.07,0.28,0.47
25791,0.0,0.03,0.01,0.79,0.01,0.0,0.21
25792,0.22,0.04,0.0,0.0,0.16,0.11,0.29
25793,0.0,0.0,0.97,0.0,0.0,0.0,0.04
25794,0.0,0.01,0.03,0.0,0.01,0.33,0.59
25795,0.17,0.02,0.0,0.0,0.01,0.55,0.34
25796,0.05,0.09,0.11,0.0,0.08,0.21,0.51
25797,0.0,0.0,0.0,0.0,0.0,0.5,0.4
25798,0.02,0.0,0.09,0.47,0.02,0.1,0.42
25799,0.0,0.16,0.1,0.09,0.09,0.25,0.51
25800,0.02,0.01,0.0,0.0,0.0,0.45,0.31
25801,0.34,0.03,0.0,0.0,0.09,0.35,0.5
25802,0.0,0.0,0.91,0.0,0.0,0.0,0.12
25803,0.0,0.12,0.12,0.0,0.0,0.25,0.48
25804,0.0,0.0,0.92,0.0,0.0,0.0,0.08
25805,0.0,0.0,1.0,0.0,0.0,0.0,0.01
25806,0.01,0.01,0.02,0.0,0.03,0.58,0.22
25807,0.01,0.15,0.56,0.0,0.18,0.07,0.4
25808,0.2,0.4,0.01,0.0,0.06,0.2,0.27
25809,0.0,0.0,0.99,0.0,0.0,0.0,0.01
25810,0.0,0.02,0.75,0.0,0.0,0.0,0.29
25811,0.0,0.21,0.0,0.03,0.0,0.31,0.3
25812,0.0,0.0,0.97,0.0,0.0,0.0,0.01
25813,0.0,0.02,0.07,0.0,0.02,0.22,0.5
25814,0.01,0.05,0.39,0.0,0.04,0.15,0.35
25815,0.0,0.04,0.01,0.0,0.01,0.33,0.41
25816,0.16,0.03,0.0,0.0,0.0,0.37,0.28
25817,0.0,0.01,0.0,0.01,0.02,0.44,0.2
25818,0.38,0.0,0.03,0.0,0.09,0.09,0.39
25819,0.0,0.0,0.97,0.0,0.0,0.0,0.0
25820,0.27,0.05,0.0,0.0,0.0,0.43,0.51
25821,0.01,0.0,0.0,0.0,0.0,0.63,0.3
25822,0.05,0.0,0.0,0.0,0.01,0.43,0.51
25823,0.07,0.0,0.0,0.0,0.04,0.23,0.64
25824,0.0,0.0,1.0,0.0,0.0,0.0,0.0
25825,0.27,0.09,0.16,0.01,0.11,0.14,0.46
25826,0.08,0.0,0.0,0.0,0.0,0.46,0.49
25827,0.23,0.01,0.01,0.0,0.01,0.24,0.47
25828,0.19,0.04,0.01,0.0,0.02,0.27,0.47
25829,0.08,0.45,0.0,0.0,0.05,0.27,0.32
25830,0.16,0.0,0.06,0.0,0.01,0.33,0.39
25831,0.04,0.01,0.01,0.0,0.07,0.32,0.61
25832,0.0,0.0,0.85,0.0,0.0,0.0,0.2
25833,0.0,0.0,0.86,0.0,0.0,0.0,0.08
25834,0.0,0.0,0.77,0.0,0.0,0.0,0.18
25835,0.15,0.09,0.0,0.0,0.05,0.15,0.2
25836,0.0,0.04,0.09,0.02,0.05,0.32,0.38
25837,0.02,0.0,0.06,0.14,0.01,0.49,0.31
25838,0.01,0.02,0.15,0.11,0.01,0.43,0.41
25839,0.0,0.16,0.06,0.0,0.0,0.25,0.4
25840,0.15,0.13,0.0,0.0,0.12,0.19,0.35
25841,0.0,0.0,0.97,0.0,0.0,0.0,0.01
25842,0.03,0.0,0.0,0.0,0.02,0.35,0.42
25843,0.18,0.09,0.01,0.0,0.1,0.32,0.49
25844,0.07,0.0,0.0,0.0,0.04,0.13,0.47
25845,0.0,0.03,0.0,0.0,0.0,0.6,0.3
25846,0.03,0.01,0.0,0.0,0.0,0.66,0.3
25847,0.14,0.0,0.0,0.0,0.0,0.17,0.62
25848,0.03,0.68,0.03,0.0,0.05,0.13,0.34
25849,0.01,0.06,0.0,0.0,0.0,0.33,0.47
25850,0.0,0.0,0.0,0.76,0.0,0.01,0.12
25851,0.0,0.0,0.9,0.0,0.0,0.0,0.12
25852,0.26,0.04,0.0,0.0,0.03,0.19,0.31
25853,0.0,0.09,0.17,0.0,0.03,0.29,0.36
25854,0.18,0.06,0.08,0.0,0.17,0.15,0.48
25855,0.25,0.05,0.07,0.0,0.05,0.1,0.41
25856,0.04,0.0,0.06,0.0,0.0,0.5,0.35
25857,0.34,0.0,0.0,0.0,0.0,0.17,0.46
25858,0.0,0.01,0.94,0.0,0.0,0.0,0.1
25859,0.01,0.11,0.0,0.0,0.0,0.4,0.4
25860,0.07,0.08,0.0,0.0,0.0,0.21,0.67
25861,0.0,0.0,0.0,0.0,0.01,0.31,0.64
25862,0.0,0.0,0.98,0.0,0.0,0.0,0.03
25863,0.24,0.0,0.0,0.0,0.05,0.24,0.53
25864,0.11,0.24,0.0,0.0,0.0,0.25,0.4
25865,0.1,0.01,0.0,0.0,0.0,0.46,0.31
25866,0.07,0.03,0.0,0.0,0.05,0.26,0.34
25867,0.0,0.0,0.82,0.0,0.0,0.0,0.08
25868,0.46,0.0,0.0,0.0,0.09,0.12,0.54
25869,0.16,0.42,0.0,0.0,0.0,0.02,0.27
25870,0.0,0.05,0.04,0.0,0.02,0.53,0.37
25871,0.35,0.01,0.0,0.0,0.07,0.29,0.53
25872,0.09,0.01,0.0,0.0,0.1,0.27,0.51
25873,0.19,0.06,0.0,0.0,0.05,0.25,0.6
25874,0.0,0.0,0.62,0.0,0.0,0.0,0.3
25875,0.0,0.49,0.22,0.0,0.02,0.13,0.3
25876,0.01,0.0,0.0,0.0,0.0,0.63,0.46
25877,0.06,0.01,0.01,0.0,0.03,0.37,0.54
25878,0.09,0.02,0.03,0.0,0.06,0.08,0.33
25879,0.19,0.06,0.0,0.0,0.06,0.32,0.33
25880,0.0,0.07,0.16,0.0,0.01,0.17,0.36
25881,0.21,0.02,0.0,0.0,0.12,0.09,0.37
25882,0.0,0.01,0.0,0.01,0.03,0.33,0.41
25883,0.21,0.14,0.0,0.0,0.0,0.32,0.41
25884,0.02,0.01,0.0,0.0,0.0,0.29,0.45
25885,0.25,0.0,0.0,0.0,0.0,0.6,0.21
25886,0.01,0.04,0.59,0.0,0.01,0.08,0.25
25887,0.38,0.02,0.0,0.0,0.04,0.32,0.33
25888,0.13,0.0,0.0,0.0,0.0,0.48,0.43
25889,0.01,0.01,0.0,0.0,0.08,0.36,0.42
25890,0.02,0.0,0.41,0.0,0.01,0.19,0.46
25891,0.0,0.01,0.01,0.64,0.0,0.0,0.32
25892,0.02,0.23,0.0,0.0,0.0,0.33,0.18
25893,0.06,0.07,0.0,0.0,0.07,0.37,0.59
25894,0.14,0.0,0.0,0.0,0.04,0.39,0.33
25895,0.02,0.37,0.0,0.0,0.01,0.36,0.43
25896,0.2,0.45,0.0,0.0,0.0,0.36,0.14
25897,0.02,0.01,0.03,0.0,0.0,0.37,0.36
25898,0.23,0.01,0.0,0.0,0.02,0.2,0.68
25899,0.08,0.06,0.0,0.09,0.0,0.29,0.48
25900,0.27,0.01,0.0,0.0,0.01,0.36,0.33
25901,0.0,0.0,0.92,0.0,0.0,0.0,0.05
25902,0.0,0.02,0.8,0.0,0.0,0.0,0.18
25903,0.05,0.0,0.0,0.0,0.0,0.89,0.08
25904,0.0,0.31,0.0,0.0,0.01,0.17,0.42
25905,0.0,0.0,0.87,0.0,0.0,0.0,0.06
25906,0.0,0.0,0.04,0.07,0.0,0.45,0.4
25907,0.21,0.0,0.0,0.0,0.02,0.3,0.42
25908,0.0,0.0,0.96,0.0,0.0,0.0,0.07
25909,0.17,0.8,0.0,0.0,0.04,0.09,0.28
25910,0.0,0.0,0.99,0.0,0.0,0.0,0.01
25911,0.0,0.0,0.92,0.0,0.0,0.0,0.05
25912,0.06,0.01,0.0,0.0,0.01,0.37,0.49
25913,0.14,0.01,0.01,0.0,0.01,0.16,0.42
25914,0.0,0.01,0.1,0.0,0.02,0.4,0.53
25915,0.34,0.05,0.02,0.02,0.05,0.38,0.53
25916,0.0,0.0,0.0,0.04,0.06,0.45,0.57
25917,0.01,0.01,0.0,0.01,0.06,0.47,0.42
25918,0.0,0.0,1.0,0.0,0.0,0.0,0.01
25919,0.11,0.01,0.07,0.0,0.15,0.18,0.4
25920,0.03,0.05,0.0,0.01,0.03,0.43,0.42
25921,0.0,0.0,0.0,0.57,0.0,0.15,0.4
25922,0.11,0.19,0.0,0.0,0.01,0.24,0.28
25923,0.0,0.0,0.06,0.0,0.01,0.54,0.35
25924,0.0,0.02,0.0,0.0,0.0,0.65,0.2
25925,0.0,0.0,0.0,0.62,0.01,0.06,0.24
25926,0.33,0.0,0.03,0.0,0.07,0.39,0.29
25927,0.0,0.0,0.97,0.0,0.0,0.0,0.02
25928,0.05,0.0,0.0,0.0,0.0,0.48,0.37
25929,0.19,0.02,0.0,0.0,0.05,0.28,0.35
25930,0.01,0.12,0.0,0.01,0.0,0.56,0.31
25931,0.0,0.0,0.75,0.0,0.0,0.0,0.23
25932,0.38,0.04,0.0,0.02,0.26,0.12,0.56
25933,0.0,0.0,0.0,0.9,0.0,0.02,0.01
25934,0.12,0.1,0.25,0.0,0.01,0.09,0.4
25935,0.0,0.07,0.5,0.0,0.04,0.22,0.33
25936,0.13,0.04,0.04,0.0,0.04,0.11,0.5
25937,0.2,0.12,0.0,0.0,0.0,0.45,0.41
25938,0.01,0.21,0.01,0.0,0.02,0.19,0.37
25939,0.06,0.02,0.39,0.0,0.01,0.24,0.49
25940,0.0,0.01,0.0,0.0,0.0,0.54,0.41
25941,0.04,0.01,0.02,0.0,0.01,0.21,0.42
25942,0.08,0.56,0.0,0.0,0.0,0.11,0.49
25943,0.0,0.01,0.0,0.01,0.01,0.36,0.4
25944,0.0,0.0,0.93,0.0,0.0,0.0,0.06
25945,0.02,0.0,0.0,0.07,0.02,0.46,0.31
25946,0.02,0.16,0.0,0.0,0.0,0.27,0.39
25947,0.04,0.07,0.19,0.0,0.04,0.28,0.32
25948,0.05,0.0,0.0,0.77,0.01,0.0,0.24
25949,0.35,0.09,0.0,0.04,0.19,0.22,0.43
25950,0.27,0.09,0.0,0.0,0.07,0.23,0.39
25951,0.09,0.0,0.0,0.0,0.02,0.29,0.38
25952,0.02,0.03,0.63,0.0,0.01,0.01,0.2
25953,0.0,0.0,1.0,0.0,0.0,0.0,0.02
25954,0.0,0.0,0.97,0.0,0.0,0.0,0.04
25955,0.27,0.03,0.0,0.0,0.01,0.28,0.36
25956,0.01,0.0,0.37,0.0,0.03,0.35,0.3
25957,0.25,0.0,0.0,0.0,0.03,0.35,0.45
25958,0.01,0.17,0.0,0.01,0.03,0.28,0.69
25959,0.01,0.02,0.0,0.0,0.0,0.23,0.64
25960,0.01,0.16,0.01,0.1,0.07,0.27,0.34
25961,0.08,0.03,0.0,0.0,0.04,0.25,0.35
25962,0.15,0.02,0.0,0.0,0.01,0.41,0.38
25963,0.0,0.12,0.14,0.0,0.0,0.17,0.43
25964,0.07,0.38,0.0,0.0,0.0,0.45,0.33
25965,0.08,0.0,0.59,0.01,0.0,0.15,0.21
25966,0.0,0.02,0.0,0.0,0.09,0.32,0.44
25967,0.17,0.02,0.0,0.0,0.0,0.42,0.31
25968,0.0,0.02,0.1,0.56,0.0,0.05,0.26
25969,0.0,0.0,0.9,0.0,0.0,0.0,0.03
25970,0.0,0.04,0.21,0.0,0.01,0.19,0.5
25971,0.41,0.01,0.0,0.0,0.0,0.14,0.61
25972,0.11,0.07,0.0,0.0,0.0,0.53,0.37
25973,0.01,0.0,0.07,0.0,0.01,0.27,0.36
25974,0.02,0.03,0.0,0.0,0.02,0.47,0.4
25975,0.02,0.36,0.0,0.0,0.01,0.28,0.49
25976,0.07,0.51,0.0,0.0,0.01,0.23,0.4
25977,0.04,0.01,0.0,0.0,0.0,0.55,0.34
25978,0.0,0.19,0.0,0.01,0.02,0.17,0.35
25979,0.0,0.01,0.0,0.0,0.0,0.36,0.41
25980,0.14,0.0,0.19,0.0,0.09,0.25,0.59
25981,0.0,0.0,0.79,0.0,0.0,0.01,0.23
25982,0.32,0.1,0.0,0.0,0.0,0.31,0.33
25983,0.21,0.03,0.01,0.0,0.06,0.21,0.67
25984,0.0,0.02,0.01,0.0,0.01,0.34,0.37
25985,0.0,0.14,0.15,0.0,0.01,0.08,0.44
25986,0.0,0.0,0.87,0.0,0.0,0.0,0.03
25987,0.29,0.03,0.02,0.0,0.09,0.31,0.43
25988,0.01,0.01,0.0,0.0,0.0,0.58,0.43
25989,0.02,0.15,0.0,0.0,0.01,0.49,0.3
25990,0.0,0.0,0.99,0.0,0.0,0.0,0.01
25991,0.0,0.0,0.0,0.02,0.0,0.62,0.4
25992,0.08,0.0,0.0,0.02,0.01,0.31,0.41
25993,0.02,0.01,0.03,0.0,0.01,0.35,0.42
25994,0.0,0.0,0.8,0.0,0.0,0.07,0.25
25995,0.01,0.0,0.0,0.0,0.0,0.58,0.4
25996,0.32,0.0,0.01,0.0,0.02,0.36,0.29
25997,0.01,0.12,0.03,0.0,0.03,0.54,0.5
25998,0.37,0.0,0.0,0.0,0.01,0.4,0.35
25999,0.0,0.01,0.0,0.03,0.01,0.3,0.75
26000,0.0,0.14,0.0,0.0,0.0,0.41,0.33
26001,0.05,0.0,0.01,0.0,0.03,0.47,0.32
26002,0.23,0.03,0.04,0.0,0.57,0.06,0.34
26003,0.0,0.06,0.0,0.0,0.0,0.43,0.45
26004,0.23,0.02,0.0,0.0,0.05,0.23,0.46
26005,0.02,0.82,0.0,0.0,0.02,0.1,0.15
26006,0.0,0.04,0.0,0.0,0.0,0.61,0.3
26007,0.17,0.01,0.0,0.0,0.07,0.5,0.2
26008,0.0,0.06,0.2,0.0,0.0,0.33,0.48
26009,0.02,0.82,0.0,0.0,0.0,0.09,0.14
26010,0.11,0.5,0.0,0.0,0.0,0.09,0.24
26011,0.0,0.0,0.93,0.0,0.0,0.0,0.05
26012,0.03,0.77,0.0,0.0,0.0,0.11,0.15
26013,0.02,0.02,0.0,0.0,0.02,0.57,0.26
26014,0.11,0.01,0.11,0.0,0.04,0.56,0.28
26015,0.07,0.06,0.33,0.0,0.01,0.22,0.39
26016,0.01,0.01,0.0,0.01,0.03,0.37,0.6
26017,0.0,0.14,0.0,0.0,0.0,0.33,0.58
26018,0.12,0.46,0.0,0.0,0.01,0.1,0.27
26019,0.0,0.0,0.0,0.0,0.0,0.51,0.36
26020,0.3,0.07,0.05,0.0,0.01,0.45,0.26
26021,0.24,0.03,0.01,0.0,0.31,0.03,0.38
26022,0.0,0.0,0.0,0.82,0.0,0.0,0.17
26023,0.0,0.07,0.04,0.0,0.0,0.34,0.34
26024,0.0,0.07,0.0,0.12,0.04,0.39,0.54
26025,0.1,0.0,0.0,0.0,0.07,0.17,0.38
26026,0.0,0.13,0.0,0.0,0.03,0.31,0.44
26027,0.21,0.02,0.01,0.0,0.11,0.22,0.41
26028,0.07,0.0,0.01,0.0,0.01,0.33,0.49
26029,0.04,0.03,0.0,0.0,0.07,0.51,0.5
26030,0.0,0.0,0.55,0.0,0.01,0.02,0.29
26031,0.05,0.06,0.12,0.01,0.01,0.45,0.46
26032,0.0,0.0,0.95,0.0,0.0,0.0,0.05
26033,0.08,0.0,0.0,0.03,0.04,0.43,0.38
26034,0.01,0.17,0.0,0.0,0.0,0.25,0.27
26035,0.01,0.06,0.0,0.0,0.0,0.4,0.42
26036,0.0,0.03,0.0,0.0,0.0,0.59,0.35
26037,0.1,0.02,0.0,0.0,0.0,0.48,0.36
26038,0.31,0.4,0.0,0.0,0.02,0.27,0.24
26039,0.19,0.01,0.02,0.0,0.1,0.27,0.6
26040,0.0,0.0,0.04,0.0,0.0,0.26,0.51
26041,0.02,0.04,0.11,0.01,0.02,0.46,0.54
26042,0.09,0.05,0.0,0.01,0.04,0.33,0.51
26043,0.27,0.01,0.5,0.09,0.0,0.41,0.49
26044,0.0,0.0,0.99,0.0,0.0,0.0,0.0
26045,0.0,0.04,0.0,0.0,0.02,0.43,0.45
26046,0.0,0.0,0.98,0.0,0.0,0.0,0.02
26047,0.14,0.03,0.0,0.0,0.01,0.5,0.25
26048,0.04,0.0,0.0,0.0,0.0,0.41,0.39
26049,0.15,0.36,0.0,0.0,0.01,0.27,0.28
26050,0.0,0.0,0.99,0.0,0.0,0.0,0.0
26051,0.03,0.0,0.0,0.05,0.06,0.22,0.47
26052,0.03,0.0,0.01,0.25,0.1,0.17,0.4
26053,0.13,0.02,0.01,0.0,0.13,0.22,0.51
26054,0.31,0.04,0.15,0.02,0.09,0.36,0.4
26055,0.02,0.6,0.01,0.0,0.01,0.44,0.23
26056,0.0,0.23,0.7,0.0,0.0,0.01,0.2
26057,0.11,0.22,0.0,0.0,0.0,0.41,0.43
26058,0.0,0.14,0.0,0.0,0.0,0.52,0.27
26059,0.22,0.0,0.0,0.0,0.0,0.24,0.47
26060,0.1,0.07,0.11,0.03,0.02,0.34,0.43
26061,0.02,0.0,0.01,0.0,0.0,0.57,0.26
26062,0.0,0.01,0.0,0.0,0.04,0.45,0.38
26063,0.01,0.91,0.0,0.0,0.0,0.06,0.13
26064,0.0,0.0,0.93,0.0,0.0,0.0,0.06
26065,0.0,0.0,0.78,0.0,0.0,0.04,0.18
26066,0.0,0.0,0.0,0.97,0.0,0.0,0.01
26067,0.1,0.06,0.02,0.03,0.03,0.45,0.46
26068,0.03,0.0,0.0,0.0,0.01,0.63,0.24
26069,0.0,0.0,0.59,0.0,0.0,0.15,0.29
26070,0.0,0.03,0.0,0.0,0.0,0.46,0.47
26071,0.0,0.0,0.94,0.0,0.0,0.0,0.11
26072,0.04,0.0,0.0,0.0,0.0,0.58,0.36
26073,0.0,0.0,0.83,0.0,0.0,0.0,0.18
26074,0.17,0.02,0.0,0.0,0.07,0.24,0.38
26075,0.0,0.01,0.0,0.0,0.0,0.3,0.74
26076,0.17,0.0,0.2,0.05,0.03,0.25,0.28
26077,0.17,0.01,0.04,0.0,0.3,0.02,0.23
26078,0.0,0.0,0.97,0.0,0.0,0.0,0.01
26079,0.07,0.03,0.01,0.0,0.25,0.23,0.43
26080,0.32,0.0,0.0,0.0,0.0,0.18,0.51
26081,0.01,0.0,0.0,0.69,0.03,0.04,0.22
26082,0.51,0.04,0.12,0.0,0.07,0.03,0.37
26083,0.0,0.0,0.83,0.0,0.0,0.0,0.17
26084,0.07,0.01,0.0,0.0,0.02,0.52,0.31
26085,0.24,0.09,0.27,0.0,0.12,0.35,0.41
26086,0.2,0.0,0.0,0.0,0.0,0.56,0.3
26087,0.08,0.03,0.0,0.12,0.03,0.55,0.33
26088,0.19,0.18,0.16,0.0,0.07,0.15,0.44
26089,0.0,0.0,0.12,0.01,0.0,0.4,0.4
26090,0.23,0.0,0.0,0.0,0.01,0.25,0.37
26091,0.0,0.0,0.98,0.0,0.0,0.0,0.06
26092,0.32,0.01,0.01,0.0,0.35,0.05,0.23
26093,0.07,0.02,0.0,0.0,0.0,0.46,0.35
26094,0.01,0.0,0.04,0.06,0.03,0.05,0.47
26095,0.02,0.05,0.0,0.0,0.0,0.5,0.41
26096,0.0,0.0,0.98,0.0,0.0,0.0,0.01
26097,0.04,0.09,0.07,0.0,0.1,0.11,0.4
26098,0.02,0.14,0.02,0.0,0.01,0.22,0.55
26099,0.0,0.0,0.95,0.0,0.0,0.0,0.04
26100,0.0,0.0,0.98,0.0,0.0,0.0,0.03
26101,0.23,0.01,0.0,0.0,0.02,0.23,0.47
26102,0.23,0.02,0.0,0.0,0.02,0.28,0.42
26103,0.08,0.0,0.0,0.0,0.0,0.61,0.3
26104,0.42,0.0,0.0,0.0,0.0,0.4,0.19
26105,0.0,0.0,0.8,0.0,0.0,0.0,0.04
26106,0.05,0.06,0.0,0.0,0.02,0.21,0.65
26107,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26108,0.0,0.0,0.0,0.0,0.0,0.42,0.65
26109,0.01,0.04,0.14,0.1,0.0,0.38,0.56
26110,0.0,0.09,0.15,0.0,0.02,0.14,0.45
26111,0.16,0.02,0.0,0.0,0.0,0.14,0.67
26112,0.0,0.0,0.99,0.0,0.0,0.0,0.01
26113,0.0,0.03,0.0,0.12,0.09,0.36,0.46
26114,0.01,0.22,0.0,0.01,0.03,0.16,0.75
26115,0.02,0.02,0.01,0.0,0.01,0.32,0.32
26116,0.14,0.0,0.01,0.0,0.05,0.25,0.71
26117,0.0,0.01,0.8,0.0,0.01,0.02,0.2
26118,0.43,0.01,0.0,0.0,0.01,0.28,0.32
26119,0.0,0.0,0.94,0.0,0.0,0.0,0.04
26120,0.18,0.01,0.0,0.0,0.02,0.24,0.62
26121,0.06,0.03,0.34,0.0,0.08,0.07,0.19
26122,0.4,0.01,0.0,0.0,0.0,0.38,0.25
26123,0.29,0.03,0.0,0.0,0.05,0.34,0.43
26124,0.1,0.01,0.0,0.0,0.02,0.45,0.35
26125,0.0,0.0,0.77,0.0,0.0,0.01,0.22
26126,0.19,0.24,0.0,0.0,0.01,0.25,0.34
26127,0.0,0.49,0.0,0.0,0.01,0.38,0.36
26128,0.0,0.14,0.11,0.06,0.0,0.08,0.44
26129,0.0,0.11,0.06,0.01,0.0,0.11,0.57
26130,0.11,0.61,0.0,0.0,0.02,0.1,0.24
26131,0.01,0.47,0.0,0.0,0.02,0.33,0.63
26132,0.37,0.01,0.0,0.0,0.01,0.09,0.54
26133,0.18,0.04,0.0,0.01,0.0,0.49,0.19
26134,0.16,0.06,0.0,0.0,0.03,0.22,0.4
26135,0.23,0.05,0.0,0.0,0.24,0.13,0.63
26136,0.0,0.01,0.92,0.0,0.0,0.0,0.07
26137,0.0,0.02,0.22,0.0,0.0,0.44,0.26
26138,0.07,0.03,0.01,0.0,0.01,0.51,0.42
26139,0.17,0.0,0.0,0.0,0.06,0.22,0.37
26140,0.23,0.0,0.05,0.0,0.02,0.63,0.38
26141,0.0,0.0,0.98,0.0,0.0,0.0,0.01
26142,0.0,0.01,0.87,0.0,0.0,0.01,0.04
26143,0.04,0.03,0.01,0.0,0.1,0.21,0.39
26144,0.27,0.01,0.0,0.0,0.03,0.4,0.45
26145,0.0,0.0,0.99,0.0,0.0,0.0,0.01
26146,0.01,0.04,0.05,0.0,0.0,0.46,0.66
26147,0.0,0.0,0.0,0.82,0.03,0.0,0.2
26148,0.01,0.08,0.02,0.0,0.01,0.4,0.45
26149,0.0,0.0,0.98,0.0,0.0,0.0,0.02
26150,0.11,0.0,0.0,0.0,0.0,0.39,0.31
26151,0.28,0.02,0.01,0.0,0.01,0.46,0.22
26152,0.0,0.02,0.68,0.0,0.0,0.03,0.15
26153,0.02,0.36,0.0,0.0,0.0,0.33,0.24
26154,0.04,0.01,0.0,0.49,0.04,0.16,0.35
26155,0.0,0.12,0.04,0.0,0.0,0.4,0.46
26156,0.0,0.01,0.0,0.0,0.0,0.33,0.46
26157,0.03,0.43,0.05,0.0,0.01,0.29,0.43
26158,0.06,0.02,0.41,0.0,0.08,0.13,0.37
26159,0.0,0.06,0.02,0.0,0.0,0.14,0.37
26160,0.0,0.01,0.06,0.03,0.0,0.49,0.38
26161,0.02,0.01,0.0,0.72,0.04,0.05,0.26
26162,0.17,0.08,0.0,0.0,0.0,0.38,0.38
26163,0.0,0.0,0.93,0.0,0.0,0.0,0.04
26164,0.02,0.62,0.04,0.0,0.01,0.2,0.18
26165,0.23,0.0,0.51,0.32,0.09,0.14,0.48
26166,0.05,0.0,0.0,0.0,0.01,0.62,0.3
26167,0.0,0.01,0.12,0.0,0.0,0.16,0.36
26168,0.0,0.0,0.9,0.0,0.0,0.0,0.03
26169,0.0,0.19,0.0,0.0,0.0,0.59,0.33
26170,0.11,0.02,0.03,0.02,0.09,0.29,0.33
26171,0.0,0.0,0.97,0.0,0.0,0.0,0.0
26172,0.0,0.0,0.95,0.0,0.0,0.0,0.03
26173,0.17,0.02,0.0,0.0,0.02,0.23,0.5
26174,0.01,0.74,0.0,0.0,0.0,0.1,0.27
26175,0.02,0.0,0.0,0.0,0.0,0.46,0.33
26176,0.02,0.17,0.0,0.0,0.0,0.44,0.3
26177,0.0,0.0,0.1,0.0,0.0,0.2,0.35
26178,0.5,0.0,0.0,0.0,0.0,0.18,0.39
26179,0.0,0.03,0.0,0.0,0.0,0.45,0.52
26180,0.2,0.12,0.0,0.0,0.0,0.35,0.19
26181,0.01,0.24,0.16,0.0,0.04,0.26,0.41
26182,0.09,0.57,0.0,0.0,0.02,0.11,0.26
26183,0.24,0.01,0.03,0.0,0.0,0.47,0.5
26184,0.0,0.01,0.86,0.0,0.0,0.0,0.24
26185,0.0,0.0,0.85,0.0,0.0,0.0,0.1
26186,0.09,0.01,0.08,0.0,0.04,0.48,0.47
26187,0.07,0.01,0.04,0.0,0.07,0.01,0.62
26188,0.44,0.01,0.0,0.0,0.01,0.14,0.34
26189,0.01,0.0,0.0,0.0,0.0,0.69,0.29
26190,0.05,0.02,0.0,0.0,0.0,0.38,0.46
26191,0.25,0.03,0.0,0.01,0.02,0.2,0.51
26192,0.33,0.03,0.05,0.0,0.17,0.21,0.38
26193,0.11,0.0,0.0,0.0,0.0,0.51,0.19
26194,0.0,0.0,0.96,0.0,0.0,0.0,0.03
26195,0.0,0.0,1.0,0.0,0.0,0.0,0.01
26196,0.0,0.18,0.01,0.01,0.0,0.4,0.38
26197,0.0,0.0,0.94,0.0,0.0,0.0,0.1
26198,0.0,0.0,0.91,0.0,0.0,0.0,0.02
26199,0.43,0.01,0.0,0.0,0.02,0.09,0.52
26200,0.01,0.01,0.63,0.0,0.01,0.04,0.27
26201,0.1,0.0,0.01,0.0,0.04,0.4,0.48
26202,0.0,0.0,0.08,0.02,0.02,0.15,0.47
26203,0.02,0.0,0.06,0.0,0.0,0.52,0.29
26204,0.26,0.1,0.0,0.0,0.29,0.13,0.39
26205,0.28,0.03,0.02,0.19,0.02,0.2,0.61
26206,0.44,0.1,0.02,0.0,0.08,0.15,0.42
26207,0.01,0.21,0.0,0.03,0.15,0.22,0.6
26208,0.03,0.03,0.0,0.0,0.05,0.28,0.66
26209,0.0,0.0,0.0,0.0,0.0,0.73,0.25
26210,0.05,0.24,0.01,0.0,0.09,0.22,0.53
26211,0.0,0.04,0.16,0.0,0.0,0.0,0.59
26212,0.18,0.0,0.0,0.01,0.02,0.65,0.28
26213,0.0,0.01,0.02,0.0,0.0,0.5,0.4
26214,0.0,0.0,0.97,0.0,0.0,0.0,0.0
26215,0.04,0.27,0.0,0.21,0.04,0.27,0.43
26216,0.02,0.03,0.0,0.0,0.13,0.19,0.7
26217,0.0,0.0,0.95,0.0,0.0,0.0,0.02
26218,0.0,0.0,0.88,0.0,0.0,0.0,0.13
26219,0.27,0.03,0.0,0.0,0.0,0.28,0.67
26220,0.46,0.01,0.0,0.0,0.0,0.23,0.59
26221,0.05,0.02,0.0,0.04,0.04,0.36,0.42
26222,0.0,0.0,0.99,0.0,0.0,0.0,0.04
26223,0.0,0.0,0.0,0.74,0.01,0.03,0.25
26224,0.0,0.51,0.0,0.0,0.0,0.21,0.27
